snapped_at,price,market_cap,total_volume
2020-12-17 00:00:00 UTC,5.358418752997773,5051770600.2730875,280617074.90846276
2020-12-18 00:00:00 UTC,5.346437615969691,5043374200.259078,388878613.38309264
2020-12-19 00:00:00 UTC,5.3643097792530385,5047179446.47409,238147666.04239407
2020-12-20 00:00:00 UTC,5.338112956518199,5043012871.235929,221959265.0973418
2020-12-21 00:00:00 UTC,5.182239119670477,4884986668.975207,235826101.90278256
2020-12-22 00:00:00 UTC,4.892651644964082,4642851803.926471,328011704.8498074
2020-12-23 00:00:00 UTC,5.153342961453958,4875242737.61714,332723854.8795314
2020-12-24 00:00:00 UTC,4.738927848976903,4489530313.422168,322787689.4904395
2020-12-25 00:00:00 UTC,5.135446440741811,4859778621.300656,298616200.23050565
2020-12-26 00:00:00 UTC,5.211168044078331,4939071509.721283,215984215.3337366
2020-12-27 00:00:00 UTC,5.211078203647316,4920780281.244822,389881571.49156916
2020-12-28 00:00:00 UTC,5.170288678373178,4917775037.589005,599564761.8727797
2020-12-29 00:00:00 UTC,6.609020866254324,6274967873.493339,1001838592.4843612
2020-12-30 00:00:00 UTC,7.574707918682685,7217589339.709585,1623438090.7900755
2020-12-31 00:00:00 UTC,7.279015190253465,6890483558.510944,1162860045.9212942
2021-01-01 00:00:00 UTC,9.361037070164066,8790589451.482008,1926142318.8993368
2021-01-02 00:00:00 UTC,8.309384385343932,7876734640.506003,1589686202.433354
2021-01-03 00:00:00 UTC,9.223083455454598,8778072861.213175,1884370500.0352182
2021-01-04 00:00:00 UTC,10.27944456603755,9839572847.117577,2026241252.0596154
2021-01-05 00:00:00 UTC,9.259346327220705,8767297086.336569,1788452339.2778962
2021-01-06 00:00:00 UTC,9.739198196297945,9268615029.823357,1101026826.544137
2021-01-07 00:00:00 UTC,10.097684412122385,9667925163.928446,1383529724.4738817
2021-01-08 00:00:00 UTC,9.646132180213604,9154780364.803495,1357811528.895877
2021-01-09 00:00:00 UTC,9.314730658380785,8872846060.524126,1132451712.0402448
2021-01-10 00:00:00 UTC,9.778410809521537,9332171957.95746,753225124.2942744
2021-01-11 00:00:00 UTC,9.32941019974151,8899676317.009953,837525001.2664026
2021-01-12 00:00:00 UTC,8.288132976060027,7889136044.384198,1814162155.3060699
2021-01-13 00:00:00 UTC,8.263019571221426,7874265559.834409,845668469.3126857
2021-01-14 00:00:00 UTC,11.02499584700394,10463214371.418743,2072789652.8729303
2021-01-15 00:00:00 UTC,14.38916681553055,13710583025.260971,3706157857.0315957
2021-01-16 00:00:00 UTC,13.197430651795004,12518186422.369808,4067988418.441339
2021-01-17 00:00:00 UTC,18.284968089036074,17454759345.0311,7335372449.691468
2021-01-18 00:00:00 UTC,16.941180662094123,16170957365.959196,4336834538.540487
2021-01-19 00:00:00 UTC,16.417059963410804,15611727621.338995,2342725151.713157
2021-01-20 00:00:00 UTC,16.500379490310053,15867491203.42768,2101304751.9949412
2021-01-21 00:00:00 UTC,17.970988693677562,17124488269.973804,3098835544.8857055
2021-01-22 00:00:00 UTC,16.003304708570408,15578426592.67866,3129318087.8445983
2021-01-23 00:00:00 UTC,17.15345552433555,16466661831.919771,2765854645.4363594
2021-01-24 00:00:00 UTC,18.600319045809094,17702992560.13173,2215949804.9533052
2021-01-25 00:00:00 UTC,17.99637972827149,17273184189.924995,1518953639.2466738
2021-01-26 00:00:00 UTC,17.255294680478368,16515904649.551546,1654796100.7896485
2021-01-27 00:00:00 UTC,17.114219195402026,16415459288.594057,1296758574.747851
2021-01-28 00:00:00 UTC,15.458076344001169,14798283723.454659,1336945930.4510188
2021-01-29 00:00:00 UTC,16.953589906577026,16254766558.700006,1520805815.1531267
2021-01-30 00:00:00 UTC,16.813221319825903,16183669590.285444,1861571320.5965343
2021-01-31 00:00:00 UTC,16.436802315990118,15755706707.425257,943930650.0265751
2021-02-01 00:00:00 UTC,16.14345479897933,15447495133.606997,1145966595.3844478
2021-02-02 00:00:00 UTC,16.334468233166803,15718566326.160374,957499231.0275391
2021-02-03 00:00:00 UTC,17.246208880683334,16703247515.16536,1360952730.1383374
2021-02-04 00:00:00 UTC,20.81123989919261,19971174479.345352,2517074593.027832
2021-02-05 00:00:00 UTC,19.687856290916976,19067536675.01821,2327103649.7824135
2021-02-06 00:00:00 UTC,20.91552499982878,20065986931.370617,1742093250.4734116
2021-02-07 00:00:00 UTC,20.398566658141082,19582739051.288105,1354116192.8114617
2021-02-08 00:00:00 UTC,19.686716214362857,18891743103.597805,1496709054.2225707
2021-02-09 00:00:00 UTC,23.104852396172653,22114659632.659473,2773507986.714624
2021-02-10 00:00:00 UTC,23.177174086708273,22334799741.81557,1884256190.4570649
2021-02-11 00:00:00 UTC,23.533187894020454,22734504386.84818,2131291693.2757363
2021-02-12 00:00:00 UTC,25.11602680817384,24161179429.366028,2103920735.4379256
2021-02-13 00:00:00 UTC,28.637121005864973,27616676384.90755,2519169670.429951
2021-02-14 00:00:00 UTC,27.947634813017714,27007038181.38601,2266210239.4688272
2021-02-15 00:00:00 UTC,27.052949735557565,26227319235.22934,1595500661.964877
2021-02-16 00:00:00 UTC,27.686623199565354,26566488356.9671,2472116588.792158
2021-02-17 00:00:00 UTC,30.19801882921414,29114114011.07639,2701843651.3887186
2021-02-18 00:00:00 UTC,31.93217512022303,30712299898.00881,2323010298.124222
2021-02-19 00:00:00 UTC,31.16279213534729,30015246212.949078,1446625690.0175753
2021-02-20 00:00:00 UTC,35.02642927738189,33723084919.03054,2809304671.1877484
2021-02-21 00:00:00 UTC,39.37357824214819,37257080664.757454,5237458518.062277
2021-02-22 00:00:00 UTC,39.722197469433084,37996210717.6472,2910491062.714656
2021-02-23 00:00:00 UTC,37.817806817149155,36345028065.35592,4422794727.434546
2021-02-24 00:00:00 UTC,34.39389978147767,33192737847.942608,6044402319.652301
2021-02-25 00:00:00 UTC,33.728701680774485,32697522066.641846,3216425877.0109863
2021-02-26 00:00:00 UTC,31.18993528588956,30403400398.56049,2424342543.138615
2021-02-27 00:00:00 UTC,31.374676906050965,30323219597.905197,3811257872.375225
2021-02-28 00:00:00 UTC,33.804127649421545,32494177264.131943,3663132564.0751624
2021-03-01 00:00:00 UTC,33.453163322797664,32724468747.04945,3361298154.3935986
2021-03-02 00:00:00 UTC,35.572923823083045,34482548793.082504,2394221030.452759
2021-03-03 00:00:00 UTC,36.273412651568634,35162491056.98591,2652602369.6720257
2021-03-04 00:00:00 UTC,37.07636012738535,36037615291.30907,1846992438.6695292
2021-03-05 00:00:00 UTC,35.413922185913535,34325821408.80083,2017937521.415405
2021-03-06 00:00:00 UTC,33.72448813423524,32533163620.605686,2195167253.9325957
2021-03-07 00:00:00 UTC,33.493545963177105,32513187620.90908,1056302430.6437292
2021-03-08 00:00:00 UTC,35.244068617208505,34105986455.119774,1174423275.4810855
2021-03-09 00:00:00 UTC,34.97150748636119,33921422032.115574,1202842486.8403623
2021-03-10 00:00:00 UTC,38.39566561239021,37395351100.78027,2208593351.545486
2021-03-11 00:00:00 UTC,37.77983958064008,36853090170.43106,2247048891.0175467
2021-03-12 00:00:00 UTC,36.87831206918232,35856583093.91823,1602488721.3347497
2021-03-13 00:00:00 UTC,35.707556770344794,34769140591.6425,1346759594.8959148
2021-03-14 00:00:00 UTC,37.31727832816065,36630956614.64997,1507640392.6381807
2021-03-15 00:00:00 UTC,36.72597695065916,35929717095.64556,1076645082.295149
2021-03-16 00:00:00 UTC,34.35379402477465,33698594020.455296,1939668585.3105516
2021-03-17 00:00:00 UTC,35.65040902655968,34537765726.02906,1616622960.744138
2021-03-18 00:00:00 UTC,36.29445282846255,35349519331.46919,1407907457.9845603
2021-03-19 00:00:00 UTC,35.52301948450725,34684937913.02223,1130555670.2476017
2021-03-20 00:00:00 UTC,38.21625368340663,37374066395.854706,1816822876.654633
2021-03-21 00:00:00 UTC,37.504844437877956,36835725243.02955,1624244017.1843762
2021-03-22 00:00:00 UTC,36.765101684857974,35952735874.87629,1282812882.4768355
2021-03-23 00:00:00 UTC,35.517977330046804,34774273754.16565,1238649934.2621312
2021-03-24 00:00:00 UTC,34.28626821871331,33531597127.33813,1146831543.568595
2021-03-25 00:00:00 UTC,30.570941813601564,30045752287.980137,1939572978.8947408
2021-03-26 00:00:00 UTC,29.710342331197918,29046963177.401062,2380374370.5190663
2021-03-27 00:00:00 UTC,33.12929964007773,32342912958.142776,1302279715.7344959
2021-03-28 00:00:00 UTC,32.623518813998444,31949432348.545704,1081995006.209691
2021-03-29 00:00:00 UTC,32.170750958622584,31468649102.246227,872725521.1743374
2021-03-30 00:00:00 UTC,34.326400141737494,33490535900.76816,837849935.5380555
2021-03-31 00:00:00 UTC,33.925085875005024,33200100559.216576,972088014.2611275
2021-04-01 00:00:00 UTC,36.88846964991404,36315780875.424095,2749780924.550207
2021-04-02 00:00:00 UTC,37.62466260171384,36943423386.29301,2112188584.2797937
2021-04-03 00:00:00 UTC,40.9438709604607,40042895373.819046,2109672607.7135742
2021-04-04 00:00:00 UTC,41.70150320376947,41035684386.907776,3953738785.6009393
2021-04-05 00:00:00 UTC,44.23991890458163,43038662965.1209,2203439508.717633
2021-04-06 00:00:00 UTC,45.608300004049674,44120784681.118515,2101421530.2666874
2021-04-07 00:00:00 UTC,43.42494300781044,42688387270.04445,2250595124.9908485
2021-04-08 00:00:00 UTC,39.7504883353942,39229624713.84908,2407805210.9192314
2021-04-09 00:00:00 UTC,41.40897804173473,40700735346.47808,1386402238.6371279
2021-04-10 00:00:00 UTC,40.78441349825649,40088795175.58917,1063984405.5106469
2021-04-11 00:00:00 UTC,41.59194183003013,40822769763.2672,1301909092.0272765
2021-04-12 00:00:00 UTC,41.37856473210077,40683743856.07151,1220208465.547585
2021-04-13 00:00:00 UTC,40.5573365714278,39897746204.72769,1426647376.004758
2021-04-14 00:00:00 UTC,43.222210275480606,42419688929.988556,2159038658.702956
2021-04-15 00:00:00 UTC,42.49790062069117,41865671360.148796,2399471936.9260116
2021-04-16 00:00:00 UTC,43.52043820016024,42864935181.02473,1865431184.08903
2021-04-17 00:00:00 UTC,41.51273907303092,40968120748.56171,2098476058.2316206
2021-04-18 00:00:00 UTC,42.40896113698797,42045360704.400856,3622543924.235522
2021-04-19 00:00:00 UTC,37.3734056067233,36963739593.6074,4664575738.97489
